OBJECTID,Address,Property_Type,Property_Uses,Site_EUI,GHG_Intensity,ShapeSTArea,ShapeSTLength,Reported,Property_Name,Gross_Sq_Ft,EnergyStar_Score,EnergyStar_Certified,Year_Built,GHG_Emissions,Site_Energy_Use,Water_Intensity,OnSite_Solar,Owner_Submitted_Link,ZIP,Tax_Parcel,Pct_Electricity,Pct_Gas,Pct_Steam,Owner_Submitted_Info,Years_Reported
1238,9 Wardman Road,Multifamily Housing,Multifamily Housing,69.7,4.4,4865.21533203125,370.558600119488,Yes,Wardman,151500,62,,1920,666.5,10552286.9,44.78481848,,,02119,1101645000110164900011016610001101662000110166300011016640001101665000  1101618000,0.23021159,0.76978841,,,"2015, 2016"
1239,150 Columbia Road,Multifamily Housing,Multifamily Housing,130.6,8.1,40981.9973144531,2752.61578701222,Yes,Washington Columbia I,99899,18,,1920,805,13046305.4,102.02704732,,,02121,14000760001400078000140007900014000800001400707000140076600014010670001401068000,0.19682982,0.80317019,,,"2015, 2016"
1240,6 Wayne Street,Multifamily Housing,Multifamily Housing,59.7,3.6,15735.9345703125,991.485173338422,Yes,Blue Elm Apartments-6 Wayne Street,61335,98,,1930,219.2,3663783.2,52.01108666,,,02121,1202410000,0.1537223,0.84627769,,"Based on the square footage and number of units in the building on the required parcel to report, it appears that this building was mistakenly added to the required buildings list. It's likely that the number of units were rolled up based on the building ","2015, 2016"
1241,95 Washington Street,Multifamily Housing,Multifamily Housing,250.2,15.6,51814.9699707031,3687.79343194509,Yes,Washington Columbia II,58520,2,,1920,913,14644523.2,228.84996582,,,02121,140083200014008330001400841000140084100114008420001400843000140084400014008450001400875000,0.21160261,0.78839739,,,"2015, 2016"
1242,892 River Street,Supermarket/Grocery Store,"Other - Mall, Parking, Supermarket/Grocery",,,94246.9897460938,2655.35435025368,Yes,Shops at Riverwood,59039,,,2009,,,,,,02136,Not Available,,,,,"2015, 2016"
1243,25 Wyoming Street,Multifamily Housing,Multifamily Housing,89.7,5.6,34678.7697753906,2225.47964448016,Yes,Washington Park,87606,59,,1890,490,7859808.3,59.94452435,,,02121,1101566000110156700011015680001101570000110158300011015840001101585000110158600011015870001201743000120174400012019900001201991000,0.2114975,0.7885025,,,"2015, 2016"
1244,24 Farnsworth Street,Multifamily Housing,Multifamily Housing,43.4,2.9,12421.3623046875,693.730700961174,Yes,44 Prince Street Condominium Trust,76038,79,,2006,224,3299257.1,26.96283437,,,02210,0302347000,0.33842789,0.66157214,,,"2015, 2016"
1245,c/o Barkan Management,Multifamily Housing,Multifamily Housing,56.8,4.9,8680.04760742188,446.3100004476,Yes,75 Clarendon Street Condo Trust,46100,35,,1000,226.6,2617539.4,36.37310195,,,02210,0501048000,0.76673792,0.23326207,,,"2015, 2016"
1246,251 Heath St Pub,Multifamily Housing,Multifamily Housing,60.7,4.1,29642.7592773438,1269.87577611289,Yes,Brewery Lofts,86900,81,,1000,355,5278889.6,38.42807825,,,02130,1001480000,0.32401919,0.67598083,,,"2015, 2016"
1247,24 Farnsworth Street,Multifamily Housing,Multifamily Housing,18.6,1.4,12577.4716796875,520.692576958184,Yes,Audubon Park Condo Trust,126660,100,,1000,173.7,2356633.2,9.39128375,,,02210,2100167000,0.47210333,0.52789665,,,"2015, 2016"
1248,1241 Adams Street,Multifamily Housing,Multifamily Housing,64.1,4.5,51836.4235839844,1939.93231938137,Yes,Baker Square,229178,54,,1000,1020,14698579.9,29.84317866,,,02124,1704031010,0.37307441,0.62692559,,,"2015, 2016"
1249,2 Hawthorne Place,Multifamily Housing,Multifamily Housing,54.6,3.1,33154.1098632812,1259.33528392777,Yes,Hawthorne Place Condominium Trust,476544,100,,1000,1473.2,26041019.3,35.49158105,,,02114,0300475000,0.07926012,0.92073988,,,"2015, 2016"
1250,175 Tremont Street,Movie Theater,Movie Theater,94.5,9.1,4969.10766601562,291.22946991226,Yes,26570 - Boston Commons 19,113000,,,1990,1032.6,10672974.6,,,,02111,0304870408,1.00000002,,,,"2015, 2016"
1251,30 Westminster Avenue,Multifamily Housing,"Multifamily Housing, Parking",71.7,4.2,22669.1462402344,1794.33077392465,Yes,Westminster Court,61176,91,,1960,254.9,4387036.5,75.61625474,,,02119,1101702000,0.11431777,0.88568222,,,"2015, 2016"
1252,156 Porter Street,Multifamily Housing,Multifamily Housing,65.4,4.8,53304.9074707031,1461.79291023518,Yes,The Porter Condominium Trust,165000,42,,2005,785.3,10783242.1,41.59757576,,,02128,0104164010,0.45182593,0.54817409,,,2016
1253,3228 Washington Street,Multifamily Housing,Multifamily Housing,90,5.5,21535.7290039062,1488.05143017596,Yes,Walnut Washington,82000,48,,1920,450.9,7380202.3,54.47073171,,,02130,11016200001101647000110164800011016520001102293000,0.18301873,0.81698127,,,"2015, 2016"
1254,,,,,,9976.38891601562,468.762855975666,No,180 SHAWMUT AV,,,,,,,,,,02118,,,,,,2015
1255,,,,,,56462.947265625,1683.0157029604,No,48 52 BRIGHTON ST,,,,,,,,,,02129,,,,,,2015
1256,,,,,,51670.2198486328,2591.09017773986,No,110 -154 EDGEMERE RD,,,,,,,,,,02136,,,,,,2015
1257,18 Haviland Street,Multifamily Housing,Multifamily Housing,41.2,2.8,4008.84399414062,285.257316768977,Yes,Burbank Apartments,130700,100,,1000,361.7,5391092,34.14078041,,,02115,0401401000,0.32056013,0.67943986,,,"2015, 2016"
1258,41 6 Marlborough Street,Multifamily Housing,Multifamily Housing,9.5,0.7,10371.6840820312,400.936597317423,Yes,416 Marlborough Street Condominium Trust,781000,100,,1988,537.4,7435029.5,4.28822023,,,02115,0503596000,0.4391842,0.5608158,,,"2015, 2016"
1259,80 Broad Street,Multifamily Housing,Multifamily Housing,41.5,2.6,10826.8935546875,455.956072031045,Yes,FOLIOBOSTON CONDOMINIUM TRUST,323789,97,,2006,846.8,13446483.1,11.4596234,,,02110,0303990010,0.22594855,0.77405144,,,"2015, 2016"
1260,351 Mass Ave,Multifamily Housing,Multifamily Housing,92.5,5,12773.7744140625,624.845922261874,Yes,351 Mass Ave,46200,94,,1899,231.4,4274870,62.23593074,,,02115,0402270000,0.02352476,0.97647523,,,"2015, 2016"
1261,530 Warren Street,Multifamily Housing,Multifamily Housing,26.6,2.1,42653.0239257812,3170.70868882612,Yes,Blue Mountain Associates,231895,100,,1900,493.8,6178656,3.36143513,,,02121,1202252000,0.61433888,0.3856609,,,"2015, 2016"
1262,140 Humboldt Ave,Multifamily Housing,Multifamily Housing,44.1,3.2,10931.8469238281,537.655297064798,Yes,140 Humboldt,44352,91,,1988,142.4,1957287.9,43.17956349,,,02121,1202025000,0.44991158,0.55008836,,,"2015, 2016"
1263,346 Congress St,Multifamily Housing,Multifamily Housing,171.2,12.3,19632.6716308594,598.277125201763,Yes,FP 3,93300,1,,1996,1152.1,15976150.1,3.94962487,,,02210,0602655010,0.43549149,0.56450851,,,"2015, 2016"
1264,21 Wormwood Street,Multifamily Housing,Multifamily Housing,63,5.1,31983.8537597656,1060.18750620652,Yes,Fort Point Place,100000,32,,2000,511.9,6304059.6,31.484,,,02210,0602753010,0.64386548,0.35613452,,,"2015, 2016"
1265,16 Harcourt Street,Multifamily Housing,Multifamily Housing,36,3.5,65276.4780273438,1045.42644954343,Yes,"Residences at Copley Place, The",157450,60,,1900,548.5,5669092.7,23.2353128,,,02115,0400985010,0.99999998,,,,"2015, 2016"
1266,950 Canterbury Street,Multifamily Housing,Multifamily Housing,97.1,5.4,29998.4514160156,1605.15848850552,Yes,Cummins Towers,206955,85,,1900,1113.4,20093242.4,62.73586045,,,02131,1806659000,0.05259745,0.94740255,,,"2015, 2016"
1267,390 Blue Ledge Drive,Multifamily Housing,Multifamily Housing,74.3,4.1,260194.668212891,22618.1681709404,Yes,Stony Brook Commons,459000,97,,1900,1873.9,34086015.3,67.07755991,,,02131,1806016400,0.04261955,0.95738045,,,"2015, 2016"
1268,10 Camelot Court,Multifamily Housing,Multifamily Housing,95.9,5.8,9835.37426757812,529.059858134481,Yes,Camelot Court,137291,63,,1900,799,13167037,45.80271103,,,02135,2101267000,0.17335059,0.8266494,,,"2015, 2016"
1269,40 & 50 Battery Street,Multifamily Housing,Multifamily Housing,79.5,5.1,24867.8334960938,1118.61195108065,Municipal,Burroughs Wharf Condominium,110113,51,,1993,566.8,8758436.4,25.10511929,,,02109,0303040000,0.26576395,0.73423606,,,"2015, 2016"
1270,580 Washington Street,Multifamily Housing,Multifamily Housing,74.6,5.3,37986.330078125,960.793164189836,Yes,Millennium Avery Condo Tr,280000,37,,1900,1479.9,20880668.9,42.24535714,,,02111,0304832400,0.40703317,0.5929669,,,"2015, 2016"
1271,"c/o The Niles Company, Inc.",Multifamily Housing,Multifamily Housing,59.5,4,6219.01879882812,319.123930011305,Yes,Tremont Residential (Grandview Condo),156534,79,,1900,624.5,9313022.8,17.87343325,,,02021,0304847010,0.3196228,0.6803772,,,"2015, 2016"
1272,3000 Davenport Avenue Suite 201,Multifamily Housing,Multifamily Housing,52.5,3.4,26366.7170410156,1081.86896520584,Yes,River House Condo Trust,178000,96,,1900,605.2,9347146.3,31.25561798,,,02021,0502442001,0.26672939,0.73327062,,,"2015, 2016"
1273,100 Fulton Street,Multifamily Housing,Multifamily Housing,8.3,0.8,17323.2062988281,825.279628742863,Yes,Fulton Court Condominium Trust,100800,100,,1990,80.5,832334.3,19.41765873,,,02109,0303478000,0.99999988,,,,"2015, 2016"
1274,26 Irwin Av,Multifamily Housing,Multifamily Housing,200.3,11.3,1340.86743164062,147.975247551217,Yes,26 Irwin Av,4032,,,1889,45.7,807716.1,33.85416667,,,02119,1200403000,0.08050546,0.91949453,,,"2015, 2016"
1275,1220 Adams Street,Multifamily Housing,Multifamily Housing,65.5,4.3,32844.5505371094,1881.40976426855,Yes,Baker Chocolate Factory,105620,77,,1980,452.7,6913899.4,20.75080477,,,02124,1703661000,0.28341746,0.71658256,,,"2015, 2016"
1276,Six Whittier Place,Multifamily Housing,Multifamily Housing,131.7,7.6,29960.2326660156,1167.95864638688,Yes,Whittier Place Condos,222436,88,,1985,1693.6,29301438.6,97.26078512,,,02114,0300450000,0.10739926,0.89260075,,,"2015, 2016"
1277,1313 Washington Street,Multifamily Housing,Multifamily Housing,32,1.9,59902.0830078125,1120.67515682874,Yes,Wilkes Passage Condominium Trust,287000,100,,1900,537.5,9192609,25.07560976,,,02118,0306010010,0.1226483,0.87735168,,,"2015, 2016"
1278,110 First Ave,Multifamily Housing,Multifamily Housing,8.9,0.9,14319.4724121094,790.752951378612,Yes,Charlestown Navy Yard Rowhouses,28820,100,,1989,24.7,255524.7,59.97571131,,,02129,0203517500,0.99999992,,,,"2015, 2016"
1279,"170 Parker Hill Avenue, Unit 16",Multifamily Housing,Multifamily Housing,36.1,2.4,18501.2722167969,968.894153002143,Yes,Parker Hill,123860,100,,1990,292,4465685.8,21.76651058,,,02120,1001052000,0.28150828,0.71849173,,,"2015, 2016"
1280,2 Waverly Street,Multifamily Housing,Multifamily Housing,47.4,2.9,19528.2712402344,980.018740028995,Yes,Mount Pleasant,84000,99,,1900,244.2,3982586.3,55.19285714,,,02119,1001633000,0.18784022,0.81215976,,,"2015, 2016"
1281,249 A Street,Multifamily Housing,Multifamily Housing,14.2,1.4,13280.6669921875,548.056266448611,Yes,SAA,72000,100,,1983,98.9,1022258.2,12.99444444,,,02210,0602752000,0.99999986,,,,"2015, 2016"
1282,22 Hammond Street,Multifamily Housing,Multifamily Housing,84.1,4.5,932.272216796875,122.216030010036,Yes,22 Hammond Street,114190,100,,1900,509.8,9598585.7,46.89377354,,,02120,0901850000,,1,,,"2015, 2016"
1283,1200 Washington Street,Multifamily Housing,Multifamily Housing,82.2,6,34317.6574707031,1101.43413176211,Yes,Laconia Condominium Association,96000,34,,1944,578.7,7891283.5,31.8625,,,02118,0306395010,0.46342038,0.53657963,,,"2015, 2016"
1284,300 Summer Street,Multifamily Housing,Multifamily Housing,45.5,3.3,12679.9226074219,494.814937781025,Yes,Artists,85000,69,,1950,278,3868921.9,13.83058824,,,02210,0602696002,0.42965082,0.57034917,,,"2015, 2016"
1285,25 Harrison St,Multifamily Housing,Multifamily Housing,10.5,1,52777.1948242188,4054.81511670814,Yes,Dale Village Condo Trust,191967,100,,1900,194.2,2007573,28.27360953,,,02131,1903888000,1.00000002,,,,"2015, 2016"
1286,12 Stoneholm St,Multifamily Housing,Multifamily Housing,28.8,2.8,17458.5732421875,597.261066410146,Yes,XII Stoneholm Condominium Trust,118301,97,,1900,329.9,3410410.4,44.16953365,,,02115,0401404000,0.99999999,,,,"2015, 2016"
1287,231 - 1 Geneva Ave,Multifamily Housing,Multifamily Housing,103.6,6.1,25821.1037597656,1914.77008504673,Yes,Geneva Apartments LLC,52350,54,,2000,317.9,5421732.4,77.91212989,,,02125,1401380000,0.12664337,0.8733566,,,2016
1288,479-483 Beacon St,Multifamily Housing,Multifamily Housing,78.7,5.1,9552.77099609375,531.875983954382,Yes,Beacon Towers Condominium,70000,60,,1890,355.9,5506029.7,35.56428571,,,02115,503644000,0.26409766,0.73590232,,Property square footage is estimated based on the total rentable space plus common areas.,"2015, 2016"
1289,63-69 Park Drive,Multifamily Housing,Multifamily Housing,75.9,4.6,7728.23852539062,549.31133794659,Yes,The Park Drive Condominium,35000,83,,1925,159.5,2655293.5,43.32,,,02115,504253000,0.1597539,0.8402461,,Gross floor area was estimated using the total rentable area plus common areas.,"2015, 2016"
1290,362-366 Commonwealth Ave,Multifamily Housing,Multifamily Housing,76.5,4.7,8520.54052734375,588.28824878006,Yes,Commonwealth Condominium,62000,67,,1889,292.1,4741189.2,34.64516129,,,02115,503015000,0.19469573,0.80530427,,Gross floor area was estimated using the total rentable area plus common areas.,"2015, 2016"
1291,62-66 Queensberry St,Multifamily Housing,Multifamily Housing,95.6,5.8,14564.8371582031,850.688804299425,Yes,Queensberry Court Condominium,48000,82,,1920,278.7,4589061.8,45.06041667,,,02215,504283000,0.17436282,0.82563718,,Gross floor area was estimated using the total rentable area plus common areas.,"2015, 2016"
1292,8 Garrison St,Multifamily Housing,Multifamily Housing,74.2,4.4,8823.66284179688,558.821833057277,Yes,Garrison Condominium,73000,90,,1900,320.4,5413743.7,45.74520548,,,02116,401011000,0.13889527,0.86110474,,Gross floor area was estimated using the total rentable area plus common areas.,"2015, 2016"
1293,271 Dartmouth St,Multifamily Housing,Multifamily Housing,60.3,4.9,10987.0317382812,485.478448809689,Yes,The Copley Condominium,53000,60,,1871,260.4,3197879.9,61.77735849,,,02116,501312000,0.64908002,0.35091999,,Gross floor area was estimated using the total rentable area plus common areas.,"2015, 2016"
1294,137 Englewood Avenue,Multifamily Housing,Multifamily Housing,42.4,2.9,17661.5639648438,1028.44954769295,Yes,137 Englewood Avenue,56239,100,,1935,161,2381794.4,39.52239549,,,02135,2102331000,0.33147533,0.66852467,,,"2015, 2016"
1295,111 Perkins Street,Multifamily Housing,Multifamily Housing,60.8,4.9,25419.8647460938,1464.84595016876,Yes,Jamaicaway Tower and Townhouses,445701,73,,1965,2190.8,27083158.4,22.71253598,,,02130,1002149000,0.30681163,0.01093691,,,"2015, 2016"
1296,1 Shandon Road,Multifamily Housing,Multifamily Housing,11.6,0.8,33691.2719726562,1579.41367371972,Yes,Franklin Hill Corp PH1,277643,100,,1900,229.5,3223732.4,1.86210349,,,02124,1404238010,0.41459559,0.58540441,,,"2015, 2016"
1297,75 Federal Street 4th Floor,Multifamily Housing,Multifamily Housing,101.9,6.2,47050.140625,2748.195039537,Yes,Grant Manor Apartments,152212,58,,1900,944,15506538.1,17.082753,,,02110,0801675000,0.17795026,0.82204974,,,"2015, 2016"
1298,249 River Street,Multifamily Housing,Multifamily Housing,55.9,4,23943.6450195312,1415.23909991169,Municipal,Trinity Foley,125000,35,,1900,496.9,6991396.2,,,,02126,1800113100,0.41157305,0.58842695,,,2016
1299,183 Forest Hills St,Multifamily Housing,Multifamily Housing,22.7,1.9,40791.6828613281,2967.95668179261,Yes,183 Forest Hills St,66828,100,,1900,126.6,1514261.9,20.32531274,,,02130,1102906000,0.69883204,0.30116797,,,"2015, 2016"
1300,25 Ambrose Street,Multifamily Housing,Multifamily Housing,1.4,0.1,15893.5446777344,554.782574692304,Yes,Orchard Gardens,400000,100,,1900,44.1,561676.3,6.318,,,02481,0802195020,0.58041316,0.41958719,,,"2015, 2016"
1301,115 Sumner Street,Multifamily Housing,Multifamily Housing,106,6.2,19337.0283203125,774.407701082379,Yes,Maverick Landing II,50000,31,,1900,312.2,5301777.7,56.686,,,02128,0105402010,0.13237377,0.86762625,,,"2015, 2016"
1302,41 Westland Ave,Multifamily Housing,Multifamily Housing,30.8,2.3,33607.8371582031,765.374054044232,Yes,Symphony Court Condo,72000,99,,1960,165.1,2218754.9,17.06527778,,,02115,0401482000,0.48794391,0.51205615,,,"2015, 2016"
1303,366 Tremont Street,Multifamily Housing,Multifamily Housing,62.2,3,27875.6721191406,1815.2527765302,Yes,New Mass Pike Towers,185200,100,,1900,561.3,11523418.2,92.3687905,,,02116,0500270000,,0.91707511,,,2016
1304,1163 Boylston St,Multifamily Housing,Multifamily Housing,119.4,7,4907.603515625,382.568570156381,Yes,Boylston,174700,62,,1920,1220.1,20864734.4,63.06811677,,,02215,0504178000,0.12287755,0.87712245,,,"2015, 2016"
1305,119-127 Sutherland,Multifamily Housing,Multifamily Housing,80.3,4.8,11253.0302734375,627.61640604066,Yes,Bancroft,30600,86,,1920,146.8,2457026.2,360.06535948,,,02135,2102155000,0.15186085,0.84813915,,,"2015, 2016"
1306,66-70 Chiswick,Multifamily Housing,Multifamily Housing,130.9,7.5,11665.765625,706.9297643016,Yes,Commonwealth Properties,36800,22,,1920,275.2,4818155.9,42.33967391,,,02135,2102304000,0.09175561,0.90824439,,,"2015, 2016"
1307,25 Walbridge St,Multifamily Housing,Multifamily Housing,176.3,10.1,7044.30102539062,540.999377812165,Yes,Walbridge Brainerd,24700,21,,1920,249,4355163.6,100.65587045,,,02134,2101463000,0.09303638,0.90696362,,,"2015, 2016"
1308,231 Park Drive,Multifamily Housing,Multifamily Housing,141.6,8.3,9754.02880859375,621.408584905618,Yes,Park Associates,40000,43,,1920,330.6,5663191.6,102.425,,,02215,2100029000,0.1205878,0.8794122,,,"2015, 2016"
1309,,,,,,3332.0048828125,241.802439406113,No,213 217 WASHINGTON ST,,,,,,,,,,02121,,,,,,2015
1310,75 Federal Street 4th Floor,Multifamily Housing,Multifamily Housing,16.8,1.6,2237.15234375,204.936134104807,Yes,Bradley Properties,67500,100,,1990,109.9,1135636.2,44.52740741,,,02110,306986000,0.9999999,,,,"2015, 2016"
1311,75 Federal Street 4th Floor,Multifamily Housing,Multifamily Housing,97.6,5.9,139804.797119141,10841.6875199864,Yes,Mission Park Apartments,786880,50,,1990,4678.7,76801082.4,8.3668412,,,02110,1000290000,0.17890143,0.82109856,,,"2015, 2016"
1312,75 Federal Street,Multifamily Housing,Multifamily Housing,96.4,5.7,18275.0463867188,727.247540788553,Yes,Washington Beech PH1,55000,70,,1900,312.7,5300633.5,46.58363636,,,02110,1806017110,0.13491824,0.86508173,,,"2015, 2016"
1313,75 Federal Street,Multifamily Housing,Multifamily Housing,69,3.8,27764.4130859375,2601.5030627965,Yes,Washington Beech PH2,55000,99,,1900,206.8,3797324.3,8.43454545,,,02110,1806017010,0.0305945,0.96940551,,,"2015, 2016"
1314,440 William F McClellan Highway,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,38.6,2.9,112330.025878906,1951.89820263918,Yes,440 McClellan LLC,121101,55,,1960,346.4,4676967.6,3.25430839,,,02128,0101662000,0.48038987,0.51961012,,"Building Usage Data for Natural Gas and Electric is whole building data provided by utility companies.

Default Values were used for Use Detail.
","2015, 2016"
1315,141 Lake Shore Road #2B,Multifamily Housing,Multifamily Housing,44.3,2.6,223481.296875,16156.5085442767,Yes,Towne Estates,344080,100,,1965,891.3,15253897.3,54.35218554,,,02135,4452243,0.12185065,0.87814936,,,"2015, 2016"
1316,226 Causeway St,Mixed Use Property,"Multifamily Housing, Office, Parking",78.8,6.8,35728.6887207031,869.305015111492,Yes,226 Causeway Primary Condo Trust,366637,54,,1907,2494.2,28904628.5,22.39108437,,,02114,0303061020,0.76038622,0.23961378,,,"2015, 2016"
1317,80 Mason St,Multifamily Housing,Multifamily Housing,65.2,4.2,16350.7602539062,597.459303177202,Yes,Mason Place: 80 Mason St,134915,74,,1918,571.3,8793677.2,34.91679947,,,02111,0304838000,0.27159376,0.72840622,,,2016
1318,334 Massachusetts Ave,Multifamily Housing,Multifamily Housing,66.4,4.7,13681.3154296875,567.592582304683,Yes,Symphony East: 334 Massachusetts Ave,154105,65,,1978,724.3,10235725.2,43.958989,,,02115,0402295000,0.40438852,0.59561149,,,2016
1319,333 Massachusetts Ave,Multifamily Housing,Multifamily Housing,78.4,5.5,13561.140625,567.423795769646,Yes,Symphony West: 333 Massachusetts Ave,174779,43,,1978,960.3,13706279.1,42.40498,,,02115,0402277000,0.38847291,0.61152714,,,2016
1320,10 Temple Pl,Multifamily Housing,Multifamily Housing,64.4,4.4,11308.8359375,489.684639196927,Yes,The Stearns: 10 Temple Place,135344,69,,1909,591.1,8713508.8,49.38157584,,,02111,0304794000,0.33742447,0.66257554,,,2016
1321,150 Saint Botolph Street,Multifamily Housing,Multifamily Housing,84.8,5.4,14755.7006835938,1091.74077631638,Yes,Saint Botolph,102004,46,,1920,555,8648388.7,54.32924199,,,02115,0402385000,0.25341759,0.74658241,,,2016
1322,,,,,,5546.16381835938,401.69565684937,No,309 A-315C HUNTINGTON AV,,,,,,,,,,02115,,,,,,2015
1323,,,,,,6755.15502929688,474.674021843709,No,115 ST STEPHEN ST,,,,,,,,,,02115,,,,,,2015
1324,,,,,,14361.3127441406,505.957786473462,No,1106 1110 COMMONWEALTH AV,,,,,,,,,,02134,,,,,,2015
1325,26-28 Thomson Place,Office,Office,82.3,7.2,5677.96997070312,314.299656866953,Yes,Thomson Portfolio - 26 Thomson Place,33942,55,,1900,245.4,2793895.6,7.77208179,,,02210,0602654010,0.60434896,,,,2016
1326,35-37 Thomson Place,Office,Office,139.2,9.5,9847.94018554688,407.808008383157,Yes,Thomson Portfolio - 35 Thomson Place,53100,59,,1900,504.6,7391246.1,11.25235405,,,02210,0602652010,0.34720826,0.65279176,,,2016
1327,42-56 Thomson Place,Office,Office,97,8.1,16297.6838378906,523.922586835153,Yes,Thomson Portfolio - 44 Thomson Place,32384,22,,1900,261.9,3139641.6,10.02964427,,,02210,0602654010,0.69441963,0.30558039,,,2016
1328,30/36 Thomson Place,Veterinary Office,Veterinary Office,82.2,7,16274.837890625,523.472676177513,Yes,Thomson Portfolio 30-36 Thomson Place,73363,,,1900,512.8,6031818.2,6.28245846,,,02210,0602654010,0.73105661,0.26894316,,,2016
1329,446 Belgrade Ave,Multifamily Housing,"Multifamily Housing, Parking",58.5,4.6,7319.70751953125,343.196307986655,Yes,Belgrade Place LLC,43716,62,,2012,202.9,2556418.1,28.22536371,,,02132,Not Available,0.60209949,0.39790048,,,"2015, 2016"
1330,127-135 Washington Street,Multifamily Housing,"Multifamily Housing, Parking",108.9,6.1,15548.6821289062,1078.45356609584,Yes,Washington Heights Apartments,75480,71,,1930,459.2,8221163.5,56.31822999,,,02135,2101844000,0.06281719,0.93718281,,,2016
1331,65 Sprague ST,Other,Other,,,270574.044067383,4756.3230155981,Yes,Boston Dedham Commerce Park,256346,,,1940,,,9.6759848,,,02136,Not Available,,,,,2016
1332,,,,,,13378.4123535156,604.131131157422,No,    MASSACHUSETTS AV,,,,,,,,,,02118,,,,,,2015
1333,120 H Street,Multifamily Housing,Multifamily Housing,2192.8,118.2,13923.0021972656,647.406157608019,Yes,South Boston Elderly,25500,1,,1985,3015.1,55915792.3,58.34117647,,,02127,0602147000,0.01850298,0.98149702,,,"2015, 2016"
1334,225 Centre St,Multifamily Housing,"Multifamily Housing, Parking, Retail Store",59.7,3.8,36542.326171875,776.635370916075,Yes,225 Centre LLC,105949,96,,2013,399.1,6320942.5,5.69236142,,,02119,1100896020,0.22965598,0.77034403,,,"2015, 2016"
1335,99 Chestnut Hill Park,Multifamily Housing,Multifamily Housing,50.2,3.6,29348.9440917969,1064.70889491873,Yes,99 Chestnut Hill Park,57949,78,,2005,211.2,2908398.8,29.84175741,,,02135,2204946000,0.4472216,0.55277845,,Estimated Floor area,"2015, 2016"
1336,"8-48 & 64-76 Bryon Rd, 15-46 Westgate Rd ",Multifamily Housing,Multifamily Housing,44.5,2.9,126299.135864258,8628.70293012073,Yes,Chestnut Village Condominium Trust,268192,97,,1967,783.1,11926717.4,54.39013841,,,02467,2007012000 2007011200 ,0.28746559,0.7125344,,Estimated Floor area,"2015, 2016"
1337,401 Border St,Multifamily Housing,Multifamily Housing,78.1,5,12810.9514160156,606.164086363876,Yes,Landfall West Apartments: 401 Border Street,51620,45,,1976,256.3,4031618.8,38.37466098,,,02128,0103613000,0.23961969,0.7603803,,,"2015, 2016"
1338,285 Tremont St,Multifamily Housing,Multifamily Housing,86.6,5.8,12795.0422363281,695.531044639158,Yes,South Cove Plaza: 285 Tremont St,84050,34,,1982,484.4,7281325.2,53.49196907,,,02116,0500066000,0.30748062,0.69251938,,,"2015, 2016"
1339,230 Stuart St,Multifamily Housing,Multifamily Housing,44.1,3.5,20572.9343261719,874.004700920296,Yes,South Cove Plaza: 230 Stuart Street,139560,85,,1982,482.1,6148569.4,55.46288335,,,02116,0500800000,0.57967941,0.42032065,,,"2015, 2016"
1340,41-67 Colborne Rd,Multifamily Housing,Multifamily Housing,30.1,2.3,24075.2299804688,1828.97080313835,Yes,Colborne Court Condominium Trust,84410,99,,1965,191.4,2541574.6,70.46203057,,,02135,2101986000,0.5084543,0.49154571,,Estimated Floor area,"2015, 2016"
1341,"5 Braemore Rd, 324 CH. Hill Ave. 1868, 1870, 1872, 1874, 1880 Comm. Ave",Multifamily Housing,Multifamily Housing,14.1,1.3,22511.2175292969,1491.38802262806,Yes,Chestnut Hill Park Condominium Trust,97640,100,,1915,125.3,1377829.2,42.49487915,,,02135,2102333000,0.86638398,0.13361599,,Estimated Floor area,"2015, 2016"
1342,"81,85 and 89 Strathmore Road",Multifamily Housing,Multifamily Housing,,0,15078.5170898438,933.952469547237,Yes,"Field Corp 81,85,89 Strathmore Road",51400,,,1912,,,43.54474708,,,02135,Not Available,,,,,"2015, 2016"
1343,1332-1342 River Street,Multifamily Housing,Multifamily Housing,88.1,5.8,15302.0622558594,912.175000979176,Yes,Mattapan Apartments E,34222,50,,1920,198.4,3016145,10.24779382,,,02136,1811577000 18578000,0.29063593,0.70936408,,"Square footage is estimated.
","2015, 2016"
1344,330 Beacon Street,Multifamily Housing,Multifamily Housing,567.9,30.2,16953.9604492188,520.821608500252,Yes,330 Beacon Street,138000,1,,1950,4171.4,78375850.8,22.55144928,,,02116,Not Available,0.00249404,0.99750596,,,"2015, 2016"
1345,47 Harvard Street,Multifamily Housing,Multifamily Housing,22.8,1.7,23402.7849121094,1351.37318840438,Yes,Courtyard Condominium,100000,100,,1983,168.7,2283742.3,25.33,,,02129,Not Available,0.47591117,0.52408883,,,"2015, 2016"
1346,1625-1677 Commonwealth Avenue,Multifamily Housing,Multifamily Housing,69.4,3.9,71411.2319335938,5154.84852925815,Yes,Brighton Place Condominium,270000,96,,1920,1044.2,18733804.5,36.27,,,02135,2101925000,0.06018695,0.93981305,,Data is for all 20 buildings utilities totaled in one meter each.,"2015, 2016"
1347,374 Commonwealth Avenue,Hotel,"Hotel, Parking, Restaurant",146.3,9.4,20073.3842773438,879.359089338054,Yes,Harvard Club,95000,41,,1913,889.6,13902967.1,40.06947368,,,02215,0503816000,0.24919832,0.75080162,,,2016
