PID,CM_ID,GIS_ID,ST_NUM,ST_NAME,ST_NAME_SUF,UNIT_NUM,ZIPCODE,PTYPE,LU,OWN_OCC,OWNER,MAIL_ADDRESSEE,MAIL_ADDRESS,MAIL CS,MAIL_ZIPCODE,AV_LAND,AV_BLDG,AV_TOTAL,GROSS_TAX,LAND_SF,YR_BUILT,YR_REMOD,GROSS_AREA,LIVING_AREA,NUM_FLOORS,STRUCTURE_CLASS,R_BLDG_STYL,R_ROOF_TYP,R_EXT_FIN,R_TOTAL_RMS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_BTH_STYLE,R_BTH_STYLE2,R_BTH_STYLE3,R_KITCH,R_KITCH_STYLE,R_KITCH_STYLE2,R_KITCH_STYLE3,R_HEAT_TYP,R_AC,R_FPLACE,R_EXT_CND,R_OVRALL_CND,R_INT_CND,R_INT_FIN,R_VIEW,S_NUM_BLDG,S_BLDG_STYL,S_UNIT_RES,S_UNIT_COM,S_UNIT_RC,S_EXT_FIN,S_EXT_CND,U_BASE_FLOOR,U_NUM_PARK,U_CORNER,U_ORIENT,U_TOT_RMS,U_BDRMS,U_FULL_BTH,U_HALF_BTH,U_BTH_STYLE,U_BTH_STYLE2,U_BTH_STYLE3,U_KITCH_TYPE,U_KITCH_STYLE,U_HEAT_TYP,U_AC,U_FPLACE,U_INT_FIN,U_INT_CND,U_VIEW,Berdo_Address,ZIP,EUI
2102302000_,nan,2102302000_,1800,COMMONWEALTH,AV,nan,02135_,13,RC,N,COMMONWEALTH PROPERTIES, ,ONE WASHINGTON ST,WELLESLEY MA,02481_,1243400,5502600,6746000,7343426,9153,1925,2001,37996,32568,6,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1800 Commonwealth Avenue,2135,77.8
2102301000_,nan,2102301000_,1810,COMMONWEALTH,AV,nan,02135_,113,A,N,COMMONWEALTH PROPERTIES, ,ONE WASHINGTON ST,WELLESLEY MA,02481_,1204300,5324200,6528500,6913682,8778,1910,2002,1,1,6,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1810 Commonwealth Avenue,2135,93.2
2102300000_,nan,2102300000_,1820,COMMONWEALTH,AV,nan,02135_,113,A,N,COMMONWEALTH PROPER LP,C/O FINEBERG COMPANIES,1 WASHINGTON ST #400,WELLESLEY      MA,02481_,1371900,5633100,7005000,7418295,10396,1910,2002,39921,34218,6,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1820 Commonwealth Avenue,2135,274.1
2102476000_,2102476000_,2102476000_,1933,COMMONWEALTH,AV,nan,02135_,995,CM,N,CLARIDGE HOUSE TS, ,1933 COMMONWEALTH AV,BRIGHTON       MA,02135_,0,0,0,0,23923,1999,1999,0,0,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,MR,72,0,0,B,G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1933 Commonwealth Avenue,2135,328.8
2102501000_,nan,2102501000_,198,STRATHMORE,RD,nan,02135_,976,E,N,CITY OF BOSTON, ,198 STRATHMORE RD,BRIGHTON MA,02135_,3146600,7422400,10569000,0,52810,1899,1986,48395,31750,2,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,198 Strathmore Rd.,2135,49
1002621000_,nan,1002621000_,20,CHESTNUT,AV,nan,02130_,906,E,N,NATIVITY-BOSTON INC, ,30 RAYNOR CI,ROXBURY MA,02120_,683700,4451700,5135400,0,9483,1900,2001,24000,16000,2,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20 Chestnut Hill Ave,2135,66.8
2201906012_,2201906010_,2201906010_,20,GUEST,ST,EAST UNIT,02135_,358,CC,N,NB GUEST STREET ASSOCIATES,C/O NB DEVELOPMENT GROUP LLC,20 GUEST ST,BRIGHTON MA,02135_,0,50621500,50621500,128426746,238660,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20 Guest Street,2135,78.1
2101240000_,nan,2101240000_,20,WARREN,ST,nan,02135_,976,E,N,CITY OF BOSTON, ,20 WARREN,BRIGHTON MA,02135_,6827800,16327200,23155000,0,83088,1899,2011,157200,113200,3,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20 Warren St.,2135,58.1
2102464000_,2102464000_,2102464000_,2000,COMMONWEALTH,AV,nan,02135_,995,CM,N,TRUSTEES OF BOSTON COLLEGE,TRUSTEES OF BOSTON COLLEGE ,140 COMMONWEALTH AVE,CHESTNUT HILL  MA,02467_,0,0,0,0,29249,1999,2009,0,0,17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,HR,188,0,0,B,G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2000 Commonwealth Ave,2135,24
2205301000_,nan,2205301000_,2045,COMMONWEALTH,AV,nan,02135_,113,A,N,COMMONWEALTH PROPERTIES, ,ONE WASHINGTON ST,WELLESLEY MA,02481_,1389300,4423700,5813000,6155967,15441,1950,1999,34798,27080,4,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2045 Commonwealth Avenue,2135,106.6
2102444000_,nan,2102444000_,2060,COMMONWEALTH,AV,nan,02135_,985,E,N,CITY OF BOSTON, ,2060 COMMONWEALTH AVE,BRIGHTON MA,02135_,18351200,0,18351200,0,604520,0,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2060 Commonwealth Ave,2135,7.9
2205268040_,nan,2205268040_,2121,COMMONWEALTH,AV,nan,02135_,977,E,N,TRUSTEES OF BOSTON COLLEGE,C/O TRUSTEES OF BOS COLLEGE,140 COMMONWEALTH AVE,CHESTNUT HILL MA ,02467_,2698800,2041200,4740000,0,141744,1900,nan,18400,13800,3,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2121 Commonwealth Avenue,2135,47.8
0502690000_,0502690000_,0502690000_,235,BEACON,ST,nan,02116_,995,CM,N,TWO 35 BEACON ST CONDO ASSN,C/O GRAYMAC PROPERTIES INC,"20 MYRTLE ST ,",BOSTON MA,02114_,0,0,0,130500,2128,1999,1999,0,0,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,RM,10,0,0,B,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,235 North Beacon Street ,2135,1.5
0203596108_,0203596100_,0203596100_,25,WARREN,ST,25,02129_,102,CD,Y,BAREFOOT  MARJORIE  M,C/O  MARJORIE  M  BAREFOOT ,25 WARREN  ST  #25 ,CHARLESTOWN  MA,02129_,0,1439000,1439000,1523901,2119,2013,2013,2119,2119,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2,N,T,6,3,2,1,M,M,M,F,M,F,C,0,N,G,A,25 Warren St.,2135,37.8
2102565015_,nan,2102565015_,30,WALLINGFORD,RD,nan,02135_,118,A,N,JCHE ULIN LP,C/O JCHE GENESIS LLC,30 WALLINGFORD RD,BRIGHTON MA,02135_,6432500,17437000,23869500,25277801,51015,1970,2013,167750,152500,10,B,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30 Wallingford Rd,2135,84.5
0203927034_,0203927000_,0203927000_,30,WASHINGTON,ST,30-1A,02129_,102,CD,Y,MCKENNA JAMES K, ,30 WASHINGTON ST #1A,CHARLESTOWN MA,02129_,0,665700,665700,704976,1433,1900,1978,1433,1433,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,Y,F,4,1,1,1,S,S,nan,F,M,E,N,0,N,G,A,30 Washington St,2135,67.7
2101707100_,2101707100_,2101707100_,300,ALLSTON,ST,nan,02135_,995,CM,N,MONARCH CONDO TRUST, ,300 ALLSTON ST,BRIGHTON MA,02135_,0,0,0,0,93772,2002,nan,0,0,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,MR,83,0,0,B,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,300 Allston St,2135,47.4
2101749000_,2101749000_,2101749000_,301,ALLSTON,ST,nan,02135_,995,CM,N,MELVIN HILL CONDO TR, ,301 ALLSTON,BRIGHTON MA,02135_,0,0,0,0,21175,1999,1999,0,0,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,LR,14,0,0,B,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,301 Allston Street,2135,87.7
2203231020_,2203231000_,2203231000_,319,FANEUIL,ST,1,02135_,102,CD,Y,MAGID MARINA,C/O MARINA MAGID,319 FANEUIL ST  #1,BRIGHTON MA,02135_,0,311700,311700,330090,1043,1920,1980,1043,1043,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0,Y,T,4,1,1,0,M,nan,nan,F,S,W,N,0,N,G,A,319 Faneuil Street,2135,21.8
0105294010_,nan,0105294010_,38,EVERETT,ST,nan,02128_,101,R1,Y,CHRISTOPHERSEN THOMAS JR,C/O THOMAS CHRISTOPHERSEN JR,38 EVERETT  ST ,E  BOSTON  MA,02128_,127800,293200,421000,445839,2158,2007,nan,2355,1556,2,R,SD,F,M,7,4,3,1,M,M,M,1,M,nan,nan,F,C,0,G,G,G,N,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38 Everett Street,2135,36.6
2102330002_,2102330000_,2102330000_,8,CHISWICK,RD,801,02135_,102,CD,Y,MALONEY STEPHEN C, ,8 CHISWICK RD #801,BRIGHTON MA,02135_,0,275500,275500,291754,574,1929,1981,574,574,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0,Y,F,3,1,1,0,S,nan,nan,F,S,W,N,0,N,A,A,4 & 8 Chiswick Road,2135,105.7
2102565010_,nan,2102565010_,40,WALLINGFORD,RD,nan,02135_,126,A,N,LEVENTHAL LIMITED PRTNRSHP,C/O LEVENTHAL LP ,30 WALLINGFORD RD,BRIGHTON MA,02135_,9622600,23695900,33318500,35284292,194412,1970,nan,208410,173675,5,B,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40 Wallingford Rd,2135,100.6
2200862010_,nan,2200862010_,400,WESTERN,AV,nan,02135_,13,RC,N,CHARLESVIEW  HOUSING  LP,C/O EMILY LEGORRETA-LUNA,PO BOX 52427,ATLANTA GA,30355_,11192200,28217300,39409500,45811967,265406,2012,nan,324578,211834,5,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400 Western Avenue,2135,71.5
2203358000_,nan,2203358000_,425,FANEUIL,ST,nan,02135_,974,E,N,CITY OF BOSTON, ,425 FANEUIL,BRIGHTON MA,02135_,1099200,1845300,2944500,0,9889,1899,1998,17100,8550,2,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,425 Faneuil St,2135,113.7
1700458000_,nan,1700458000_,493,WASHINGTON,ST,nan,02124_,970,E,N,FULL LIFE GOSPEL CENTER INC, ,493 WASHINGTON,DORCHESTER MA,02124_,384100,972600,1356700,0,9690,1940,2003,16016,8008,1,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,493 501 WASHINGTON ST,2135,79.2
2204028000_,nan,2204028000_,50,BEECHCROFT,ST,nan,02135_,976,E,N,CITY OF BOSTON, ,50 BEECHCROFT,BRIGHTON MA,02135_,832600,2341900,3174500,0,40000,1899,2000,13292,13292,2,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50 Beechcroft St.,2135,70.7
2205229000_,nan,2205229000_,60,GLENMONT,RD,nan,02135_,976,E,N,CITY OF BOSTON, ,60 GLENMONT RD,BRIGHTON MA,02135_,10438500,25256500,35695000,0,145153,1899,2009,149470,100500,2,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60 Glenmont Rd.,2135,66
2203801000_,nan,2203801000_,615,WASHINGTON,ST,nan,02135_,985,E,N,YMCA, ,316 HUNTINGTON AV,BOSTON MA,02115_,2973100,6744900,9718000,0,84311,1900,2007,1775,1775,1,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,615 Washington Street,2135,346.9
0203233000_,nan,0203233000_,77,WARREN,ST,nan,02129_,101,R1,Y,ABRAHAM PAUL F, ,77 WARREN ST,CHARLESTOWN MA,02129_,287800,785200,1073000,1136307,1000,1899,1988,2603,2023,3,R,SD,G,B,7,2,2,1,N,S,N,1,S,nan,nan,W,C,0,G,G,A,N,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,77 Warren Street,2135,93.3
2101915000_,nan,2101915000_,88,WASHINGTON,ST,nan,02135_,113,A,N,BANCROFT REALTY LP,C/O FINEBERG MANAGEMENT INC,1 WASHINGTON ST #400,WELLESLEY      MA,02481_,1123300,4321200,5444500,5765726,11887,1935,1980,30348,25290,5,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,88 Washington Street,2135,85.7
2101776162_,2101776000_,2101776000_,9,COMMONWEALTH,CT,1-Sep,02135_,102,CD,N,BUSNY IRVING H TRSTS,C/O NILES CO,3000 DAVENPORT AV STE 201,CANTON MA,02021_,0,228900,228900,242405,790,1964,0,790,790,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,Y,F,5,2,2,0,S,S,nan,F,S,W,N,0,N,A,F,9 Commonwealth Court,2135,70.1
1810168003_,nan,1810168003_,96,WASHINGTON,ST,nan,02136_,104,R2,N,FANNIE MAE,C/O BERNADETTE NICOLAS,23 PIERCE ST,HYDE PARK MA,02136_,127800,305900,433700,459288,6329,1948,0,3260,1968,2,R,TF,H,U,10,4,2,0,M,M,nan,2,M,M,nan,F,N,0,A,A,G,N,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,96 Washington St.,2135,81.8
1812984000_,nan,1812984000_,101,SPRAGUE,ST,nan,02136_,402,I,N,HIGHLAND SPRAGUE ASSOCIATES, ,65 SPRGUE ST,HYDE PARK MA,02136_,793011,557869,1350880,3427183,70048,1915,2005,76000,76000,2,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101 Sprague St,2136,12.7
1809855010_,nan,1809855010_,1025,TRUMAN,HW,nan,02136_,324,C,N,WJG REALTY COMPANY LLC,C/O AHOLD FINANCIAL SERVICES,P O BOX 6500,CARLISLE PA,17013_,6371500,5426000,11797500,29930258,168222,2011,nan,54398,54398,1,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1025 Truman Hwy,2136,225.2
0104931000_,nan,0104931000_,15,EVERETT,ST,nan,02128_,101,R1,Y,BASILE RAFFAELA, ,15 EVERETT ST,E BOSTON MA,02128_,103800,146300,250100,264856,1140,1861,0,1275,850,2,R,CL,G,U,4,2,1,0,S,nan,nan,1,S,nan,nan,W,N,0,A,A,A,N,F,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15 Everett St,2136,44
1201451000_,nan,1201451000_,25,ALPINE,ST,nan,02119_,105,R3,N,R F  EASTON  LLC,C/O  MARIA  C  LOPES ,122 TONAWANDA  ST  #2,DORCHESTER    MA,02124_,63800,197240,261040,276441,6960,1900,2016,5440,3730,3,R,DK,M,M,10,6,3,0,M,M,M,3,M,M,M,F,C,3,G,G,G,N,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25 Alpine Street,2136,35.9
1811999000_,nan,1811999000_,35,SUNNYSIDE,ST,nan,02136_,976,E,N,CITY OF BOSTON, ,SUNNYSIDE,HYDE PARK MA,02136_,3241600,3274900,6516500,0,49940,1899,1985,32582,32582,3,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35 Sunnyside St.,2136,59.2
1801498010_,nan,1801498010_,50,POYDRAS,ST,nan,02136_,976,E,N,MATCH CHARTER PUBLIC SCHOOL,C/O MATCH SCHOOL FOUNDATION,1001 COMMONWEALTH AVENUE ,BOSTON MA,02215_,2496200,10376500,12872700,0,218463,2014,nan,42420,42420,2,D,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50 Poydras Street,2136,46.1
1807633008_,nan,1807633008_,612,METROPOLITAN,AV,nan,02136_,976,E,N,CITY OF BOSTON, ,612 METROPOLITAN AVE,HYDE PARK MA,02136_,6674900,3151100,9826000,0,72648,1899,1986,73695,49130,2,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,612 METROPOLITAN AVE,2136,39
1812981000_,nan,1812981000_,65,SPRAGUE,ST,nan,02136_,316,C,N,HIGHLAND SPRAGUE ASSOCIATES, ,65 SPRAGUE ST,HYDE PARK MA,02136_,3618208,2545345,6163553,15636934,319662,1899,2000,256346,256346,2,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,65 Sprague ST,2136,83.5
1810341000_,nan,1810341000_,85,WILLIAMS,AV,nan,02136_,975,E,N,CITY OF BOSTON, ,85 WILLIAMS AV,HYDE PARK MA,02136_,8028900,5026100,13055000,0,57946,1899,nan,92770,59500,2,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,85 Williams Ave,2136,9.4
1812983001_,nan,1812983001_,91,SPRAGUE,ST,nan,02136_,377,C,N,HIGHLAND SPRAGUE ASSOCIATES, ,65 SPRAGUE ST,HYDE PARK MA,02136_,1889414,1329169,3218583,8165545,166911,1920,1985,51428,51428,1,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,91 Sprague St,2136,12.7
1810945000_,nan,1810945000_,950,METROPOLITAN,AV,nan,02136_,904,E,N,BOSTON BAPTIST COLLEGE, ,950 METROPOLITAN AV,HYDE PARK MA,02136_,4140852,4162608,8303460,0,162379,1899,nan,35206,25211,3,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,950 Metropolitan Ave,2136,77
0300067000_,nan,0300067000_,41,TEMPLE,ST,nan,02114_,344,C,N,JDMD OWNER LLC,"C/O JDMD OWNER, LLC ",408 WHITING AVE,DEDHAM MA,02026_,3268845,4794930,8063775,20457797,6223,1930,2010,89390,76620,6,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41 Temple Street,2139,7.3
2101889000_,nan,2101889000_,160,WASHINGTON,ST,nan,02135_,105,R3,Y,CARDONA ESNEDA,C/O ESNEDA CARDONA,160 WASHINGTON ST,BRIGHTON MA,02135_,275000,939000,1214000,1285626,6414,1910,nan,6102,4056,3,R,CV,L,M,18,8,4,0,M,S,S,3,M,S,S,W,N,0,A,A,A,N,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160 N. Washington St. ,2144,67.3
2200500000_,nan,2200500000_,125,WESTERN,AV,nan,02135_,952,E,N,HARVARD COLLEGE PRES&FELLOWS, ,125 WESTERN AVE,ALLSTON MA,02134_,5485600,11865400,17351000,0,93825,1970,2011,85988,73388,3,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,125 Western Avenue,2163,68.6
2100725000_,nan,2100725000_,15,HARVARD,TE,nan,02134_,105,R3,N,KELLEHER MICHAEL, ,15 HARVARD TE,ALLSTON MA,02134_,249900,861600,1111500,1177079,3056,1920,0,5798,3567,3,R,DK,F,M,15,8,3,0,M,S,S,3,M,S,S,W,N,0,A,A,A,N,F,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15 Harvard Way,2163,42.1
